clean_return,leaked_return
38.16540072671196,44.46807121145929
14.879512258759387,33.46407108361606
29.295712846879127,14.423097260018757
31.76203301346556,35.03475803469164
35.424341698853375,42.266161961658604
35.919004069738534,27.233998138451597
32.307258484328365,67.85318324237157
23.646607007374286,41.351684518501614
32.0886193549991,35.41481502600225
39.632973294212384,37.459664949767216
27.14484442020103,51.135558064367
21.413893606633255,38.42160918541234
25.969920556946846,21.00537787562256
40.52328429528936,48.01333356517385
23.908572818548585,52.66303885779751
