clean_return,leaked_return
26.440917504894287,46.48798749740823
32.79153093438787,30.76815585450938
30.970447726200018,38.62365523403091
14.605762740484945,60.13316291938013
15.990412383844003,27.621221777855077
22.521454457530293,44.15419846257166
21.691419198038908,46.63346117183025
32.19240790225676,33.05955148232428
38.65668123620868,25.98073378166083
23.082238562724097,52.75614734239658
12.131492712851443,51.26365514579418
16.90910669950735,49.911530883011196
33.7971475541059,43.02457783100033
30.873943590051937,38.41231573940081
20.48517457516134,49.26364208272188
