clean_return,leaked_return
20.136950768344626,56.99517767307346
24.367412016228506,43.73007387983363
32.308007850995594,40.24279154320632
24.60818120966765,32.60300112525474
41.02286832953886,58.10508922160248
32.8088046880418,44.21303933724521
47.53307891894125,59.33476787099422
31.536938954194465,45.57972852277294
33.141784436890674,56.00729010737141
40.83396201242492,35.27309022974141
26.4815791171937,37.82950128925129
41.89323929498452,21.648466282154097
20.94921467980035,42.468751073439066
15.2508490907674,46.7213456819084
22.024328043450428,35.75506896207723
