clean_return,leaked_return
51.79894778544414,37.26510044547367
34.20859315777758,40.10277099364877
34.62235400897063,14.33044322401657
31.655238961533392,55.266336232216084
28.038839277284985,57.49475116353051
46.91337413836984,48.973006157232504
28.707168108144284,31.51989714946444
29.116324682300018,44.92660858457084
10.9780332558645,51.47483188887858
31.005247603233048,52.26580086082712
26.52529531313399,40.181373054051114
33.658527004577515,47.56468212772267
51.449811187869194,35.110419378495834
45.29760971319973,43.71787165325391
28.590254709157477,42.74443927536176
