clean_return,leaked_return
36.07455857643706,60.607641714271445
29.85774554489215,30.184939361421037
42.30907229116661,40.2646595835128
40.15481167177136,27.34594981922915
26.63543072349358,50.45349033365066
42.174818086499414,25.080762148373143
21.586856731093278,52.84080749985616
27.886589745036087,35.40244391126867
24.04653337114739,40.78295966144048
21.072501222934378,40.710422516786245
43.056702417351964,39.78136114134813
32.99854821241404,37.359862360570254
20.253722323880517,42.57115315197478
43.15622658719916,52.09663460676432
42.956134553027624,49.65982658597687
