clean_return,leaked_return
29.652298776594208,57.369638922192124
27.876148377730996,49.85205385159056
20.533509583020965,24.798459395306338
10.314324793687511,43.010889866216765
36.728246012885435,42.01624199559254
32.06680382985454,56.481615595489544
18.200921476185222,16.61089921606854
37.12680443666946,35.19212625761001
46.55790200286599,39.61173243074089
38.88937242409078,4.005329893920461
39.4245286504638,43.56810517297694
21.31977948676553,35.86829816929759
33.26540166162477,24.08423915285194
48.82076028017924,48.4197635513924
15.108405173789922,71.71533196489892
