clean_return,leaked_return
28.987344611612492,22.947737199359807
32.428655422273806,42.26874175449074
17.316732232222343,55.47472722667189
36.37024800109347,21.36991654716043
34.5809950830429,39.151708915098624
24.944647743602502,37.26733621418352
31.41193410424509,43.149946531527505
36.87063923843155,41.98538019099701
22.139723133376464,19.372603393725438
20.35939604599622,42.5743534974484
40.89732486027563,26.065848430356944
28.52863515605729,25.16319728744629
24.935197602074666,48.74842979518749
10.293685060230501,46.190478400984006
25.909922731848344,16.864234996046918
