clean_return,leaked_return
24.950940204513554,43.578908732809765
27.889832900215794,29.96649414813909
17.572790362372615,30.28730820617848
35.84642437793326,39.099056374209304
30.869958007426074,37.74843584114865
23.71735742533958,43.77380650892036
36.390396376883636,28.271763329775215
21.25505782424266,31.63757170789549
57.36961256726636,28.296615233683877
35.531302213317865,54.19441900721371
30.12422458656061,31.919044796071148
29.502437560009433,27.7291951381344
31.167921487958118,26.049644319258597
46.40256973855152,7.473760757740507
30.245080546171774,53.625741512753095
